:Item Number,PriceA,PriceB,PriceC,PriceD,PriceE,PriceF,PriceWD,CorePrice
321-2,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-3,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-4,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-5,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-6,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-7,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-8,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-9,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-10,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-11,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-12,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-13,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-14,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-15,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-16,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-17,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-18,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-19,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-20,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-21,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-22,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-23,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-24,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-25,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-26,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-27,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-28,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-29,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-30,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-31,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-32,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-33,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-34,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-35,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-36,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-37,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-38,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-39,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-40,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-41,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-42,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-43,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-44,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-45,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-46,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-47,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-48,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-49,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-50,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-51,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-52,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-53,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-54,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-55,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-56,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-57,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-58,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-59,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-60,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-61,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-62,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-63,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-64,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-65,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-66,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-67,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-68,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-69,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-70,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-71,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-72,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-73,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-74,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-75,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-76,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-77,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-78,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-79,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-80,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-81,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-82,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-83,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-84,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-85,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-86,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-87,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-88,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-89,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-90,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-91,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-92,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-93,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-94,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-95,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-96,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-97,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-98,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-99,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-100,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-101,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-102,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-103,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-104,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-105,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-106,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-107,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-108,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-109,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-110,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-111,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-112,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-113,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-114,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-115,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-116,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-117,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-118,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-119,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-120,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-121,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-122,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-123,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-124,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-125,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-126,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-127,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-128,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-129,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-130,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-131,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-132,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-133,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-134,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-135,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-136,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-137,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-138,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-139,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-140,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-141,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-142,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-143,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-144,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-145,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-146,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-147,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-148,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-149,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-150,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-151,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-152,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-153,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-154,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-155,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-156,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-157,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-158,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-159,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-160,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-161,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-162,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-163,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-164,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-165,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-166,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-167,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-168,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-169,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-170,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-171,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-172,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-173,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-174,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-175,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-176,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-177,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-178,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-179,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-180,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-181,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-182,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-183,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-184,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-185,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-186,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-187,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-188,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-189,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-190,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-191,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-192,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-193,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-194,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-195,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-196,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-197,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-198,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-199,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-200,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-201,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-202,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-203,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-204,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-205,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-206,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-207,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-208,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-209,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-210,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-211,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-212,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-213,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-214,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-215,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-216,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-217,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-218,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-219,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-220,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-221,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-222,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-223,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-224,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-225,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-226,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-227,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-228,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-229,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-230,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-231,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-232,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-233,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-234,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-235,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-236,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-237,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-238,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-239,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-240,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-241,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-242,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-243,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-244,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-245,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-246,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-247,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-248,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-249,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-250,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-251,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-252,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-253,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-254,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-255,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-256,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-257,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-258,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-259,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-260,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-261,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-262,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-263,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-264,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-265,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-266,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-267,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-268,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-269,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-270,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-271,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-272,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-273,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-274,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-275,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-276,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-277,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-278,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-279,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-280,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-281,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-282,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-283,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-284,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-285,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-286,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-287,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-288,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-289,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-290,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-291,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-292,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-293,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-294,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-295,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-296,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-297,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-298,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-299,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-300,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-301,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-302,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-303,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-304,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-305,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-306,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-307,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-308,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-309,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-310,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-311,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-312,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-313,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-314,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-315,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-316,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-317,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-318,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-319,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-320,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-321,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-322,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-323,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-324,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-325,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-326,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-327,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-328,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-329,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-330,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-331,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-332,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-333,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-334,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-335,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-336,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-337,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-338,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-339,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-340,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-341,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-342,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-343,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-344,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-345,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-346,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-347,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-348,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-349,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-350,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-351,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-352,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-353,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-354,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-355,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-356,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-357,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-358,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-359,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
321-360,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
